image_path,ph,N,P,K,rainfall,temp,lat,lon,crop_label
eurosat/2750/AnnualCrop/AnnualCrop_657.jpg,7.2,57,42,38,672,22.7,19.14,69.54,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_658.jpg,7.5,58,34,17,654,19.2,16.83,68.5,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_659.jpg,6.7,74,23,22,2306,32.6,29.05,68.17,Rice
eurosat/2750/AnnualCrop/AnnualCrop_66.jpg,7.3,74,39,27,855,24.3,30.68,96.36,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_660.jpg,6.6,51,22,33,492,15.4,20.81,74.51,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_661.jpg,6.2,47,27,11,1828,34.9,34.04,95.3,Rice
eurosat/2750/AnnualCrop/AnnualCrop_662.jpg,6.9,50,29,46,843,20.1,20.76,93.09,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_663.jpg,6.1,60,16,13,2443,27.9,36.08,81.06,Rice
eurosat/2750/AnnualCrop/AnnualCrop_664.jpg,6.8,67,30,15,1618,27.1,30.45,96.57,Rice
eurosat/2750/AnnualCrop/AnnualCrop_665.jpg,7.3,134,44,41,1121,26.5,22.96,91.82,Maize
eurosat/2750/AnnualCrop/AnnualCrop_666.jpg,5.6,109,16,13,1088,20.3,30.37,69.46,Maize
eurosat/2750/AnnualCrop/AnnualCrop_667.jpg,7.0,74,40,20,437,22.3,23.2,72.21,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_668.jpg,6.0,63,22,29,1535,25.6,34.52,77.04,Rice
eurosat/2750/AnnualCrop/AnnualCrop_669.jpg,7.0,96,46,41,955,19.6,34.48,92.37,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_67.jpg,6.2,46,41,48,2595,30.6,32.26,69.49,Rice
eurosat/2750/AnnualCrop/AnnualCrop_670.jpg,6.3,68,29,17,2579,33.6,33.43,85.47,Rice
eurosat/2750/AnnualCrop/AnnualCrop_671.jpg,6.4,104,39,43,894,29.6,9.57,74.54,Maize
eurosat/2750/AnnualCrop/AnnualCrop_672.jpg,7.3,80,37,50,680,24.7,34.02,78.38,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_673.jpg,6.0,91,49,47,909,22.5,34.56,85.15,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_674.jpg,6.1,53,33,15,1811,27.3,18.13,79.89,Rice
eurosat/2750/AnnualCrop/AnnualCrop_675.jpg,7.3,60,48,46,954,20.7,13.01,69.88,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_676.jpg,5.8,76,16,15,2802,26.2,21.07,69.4,Rice
eurosat/2750/AnnualCrop/AnnualCrop_677.jpg,6.0,63,38,11,2574,25.2,31.86,92.55,Rice
eurosat/2750/AnnualCrop/AnnualCrop_678.jpg,6.3,59,35,44,2705,30.9,12.05,75.96,Rice
eurosat/2750/AnnualCrop/AnnualCrop_679.jpg,7.0,101,36,13,1147,25.5,34.76,94.83,Maize
eurosat/2750/AnnualCrop/AnnualCrop_68.jpg,6.0,62,50,36,2067,25.8,13.55,69.32,Rice
eurosat/2750/AnnualCrop/AnnualCrop_680.jpg,7.3,50,14,33,677,17.1,28.16,88.28,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_681.jpg,6.3,48,49,39,2126,33.7,15.24,90.18,Rice
eurosat/2750/AnnualCrop/AnnualCrop_682.jpg,6.3,79,24,47,890,23.5,13.72,91.93,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_683.jpg,7.2,88,20,44,648,16.1,29.65,76.96,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_684.jpg,6.5,112,48,50,983,25.7,15.52,81.11,Maize
eurosat/2750/AnnualCrop/AnnualCrop_685.jpg,6.8,88,43,10,401,20.6,36.97,91.02,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_686.jpg,6.4,42,40,41,2490,34.9,30.75,70.86,Rice
eurosat/2750/AnnualCrop/AnnualCrop_687.jpg,7.2,62,27,11,449,17.1,27.64,93.25,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_688.jpg,6.3,80,42,11,1652,27.1,25.2,71.55,Rice
eurosat/2750/AnnualCrop/AnnualCrop_689.jpg,6.9,118,24,50,956,29.0,27.44,92.09,Maize
eurosat/2750/AnnualCrop/AnnualCrop_69.jpg,6.7,92,12,23,878,21.8,17.39,95.29,Maize
eurosat/2750/AnnualCrop/AnnualCrop_690.jpg,6.3,64,19,46,2786,26.5,17.76,70.55,Rice
eurosat/2750/AnnualCrop/AnnualCrop_691.jpg,5.8,100,24,24,888,28.2,25.72,80.36,Maize
eurosat/2750/AnnualCrop/AnnualCrop_692.jpg,7.1,107,22,50,871,22.9,35.99,77.43,Maize
eurosat/2750/AnnualCrop/AnnualCrop_693.jpg,5.9,58,20,28,2493,27.5,19.07,95.88,Rice
eurosat/2750/AnnualCrop/AnnualCrop_694.jpg,7.3,144,28,26,1076,22.2,16.81,75.38,Maize
eurosat/2750/AnnualCrop/AnnualCrop_695.jpg,6.5,99,43,20,1199,27.8,26.21,71.3,Maize
eurosat/2750/AnnualCrop/AnnualCrop_696.jpg,6.8,148,30,36,1111,24.8,26.13,92.71,Maize
eurosat/2750/AnnualCrop/AnnualCrop_697.jpg,6.3,59,11,31,2138,26.2,32.97,91.84,Rice
eurosat/2750/AnnualCrop/AnnualCrop_698.jpg,7.5,87,21,30,900,22.4,12.82,71.5,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_699.jpg,5.8,122,44,36,1035,25.2,12.77,96.77,Maize
eurosat/2750/AnnualCrop/AnnualCrop_7.jpg,6.5,117,15,13,667,20.9,33.67,86.98,Maize
eurosat/2750/AnnualCrop/AnnualCrop_70.jpg,6.8,61,48,36,1756,25.4,10.31,77.06,Rice
eurosat/2750/AnnualCrop/AnnualCrop_700.jpg,6.3,75,22,39,2899,29.0,24.71,81.04,Rice
eurosat/2750/AnnualCrop/AnnualCrop_701.jpg,6.9,54,14,12,2848,30.8,32.98,72.91,Rice
eurosat/2750/AnnualCrop/AnnualCrop_702.jpg,6.3,80,35,10,2991,32.2,24.23,73.82,Rice
eurosat/2750/AnnualCrop/AnnualCrop_703.jpg,7.4,63,32,17,971,20.5,18.63,72.93,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_704.jpg,5.5,75,49,34,2497,26.2,32.31,93.83,Rice
eurosat/2750/AnnualCrop/AnnualCrop_705.jpg,6.6,70,18,50,2926,33.1,14.25,89.51,Rice
eurosat/2750/AnnualCrop/AnnualCrop_706.jpg,6.7,90,33,33,701,24.3,8.8,75.22,Maize
eurosat/2750/AnnualCrop/AnnualCrop_707.jpg,6.1,78,14,25,692,17.0,17.11,82.59,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_708.jpg,6.0,123,23,13,1200,27.0,11.9,94.86,Maize
eurosat/2750/AnnualCrop/AnnualCrop_709.jpg,5.9,136,10,26,993,27.2,26.47,70.3,Maize
eurosat/2750/AnnualCrop/AnnualCrop_71.jpg,6.2,41,33,27,2181,31.4,32.96,71.89,Rice
eurosat/2750/AnnualCrop/AnnualCrop_710.jpg,6.4,93,41,44,938,24.9,12.17,70.43,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_711.jpg,6.1,54,10,15,2223,32.3,8.19,94.98,Rice
eurosat/2750/AnnualCrop/AnnualCrop_712.jpg,6.9,63,10,14,1521,30.6,11.44,69.76,Rice
eurosat/2750/AnnualCrop/AnnualCrop_713.jpg,6.8,61,42,47,699,22.2,12.87,91.51,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_714.jpg,7.3,72,20,25,488,18.7,30.62,78.23,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_715.jpg,6.6,78,46,30,921,24.7,34.94,83.32,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_716.jpg,6.8,50,23,36,2045,34.1,34.74,71.89,Rice
eurosat/2750/AnnualCrop/AnnualCrop_717.jpg,7.2,75,34,38,959,19.2,10.49,80.42,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_718.jpg,6.6,73,12,27,2861,30.3,11.88,83.71,Rice
eurosat/2750/AnnualCrop/AnnualCrop_719.jpg,6.6,96,30,38,999,23.3,8.17,94.86,Maize
eurosat/2750/AnnualCrop/AnnualCrop_72.jpg,5.6,137,50,16,844,24.6,9.57,95.63,Maize
eurosat/2750/AnnualCrop/AnnualCrop_720.jpg,6.0,40,25,10,2043,29.9,26.85,84.36,Rice
eurosat/2750/AnnualCrop/AnnualCrop_721.jpg,6.8,94,28,35,1001,21.0,23.9,79.59,Maize
eurosat/2750/AnnualCrop/AnnualCrop_722.jpg,5.7,100,41,45,894,22.8,35.09,85.45,Maize
eurosat/2750/AnnualCrop/AnnualCrop_723.jpg,6.8,79,39,27,2455,27.6,11.96,68.15,Rice
eurosat/2750/AnnualCrop/AnnualCrop_724.jpg,5.9,88,33,24,931,27.2,9.99,92.49,Maize
eurosat/2750/AnnualCrop/AnnualCrop_725.jpg,6.9,82,10,46,887,24.5,24.88,76.33,Maize
eurosat/2750/AnnualCrop/AnnualCrop_726.jpg,7.2,51,25,27,517,21.4,12.42,87.65,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_727.jpg,6.5,44,37,15,2726,30.6,25.14,87.02,Rice
eurosat/2750/AnnualCrop/AnnualCrop_728.jpg,5.7,41,26,43,2999,25.7,36.55,85.51,Rice
eurosat/2750/AnnualCrop/AnnualCrop_729.jpg,7.2,77,25,24,964,24.2,33.87,79.23,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_73.jpg,7.1,77,50,12,504,22.2,10.95,96.11,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_730.jpg,6.7,89,36,12,593,24.6,11.36,90.75,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_731.jpg,6.0,77,19,46,2510,31.0,23.77,70.42,Rice
eurosat/2750/AnnualCrop/AnnualCrop_732.jpg,6.7,90,20,22,946,29.2,13.81,75.72,Maize
eurosat/2750/AnnualCrop/AnnualCrop_733.jpg,6.9,76,35,19,2361,33.3,27.42,78.82,Rice
eurosat/2750/AnnualCrop/AnnualCrop_734.jpg,7.3,97,34,34,1004,28.4,11.39,73.96,Maize
eurosat/2750/AnnualCrop/AnnualCrop_735.jpg,6.9,83,33,50,626,24.9,17.27,87.13,Maize
eurosat/2750/AnnualCrop/AnnualCrop_736.jpg,6.1,76,32,15,721,24.6,11.83,86.94,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_737.jpg,6.1,59,50,45,1947,26.2,28.1,83.52,Rice
eurosat/2750/AnnualCrop/AnnualCrop_738.jpg,6.6,67,18,26,2491,25.1,35.48,77.55,Rice
eurosat/2750/AnnualCrop/AnnualCrop_739.jpg,7.0,83,42,12,409,24.1,23.62,92.83,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_74.jpg,6.3,70,14,47,2019,35.0,18.16,71.09,Rice
eurosat/2750/AnnualCrop/AnnualCrop_740.jpg,5.5,88,34,49,741,24.7,30.16,78.65,Maize
eurosat/2750/AnnualCrop/AnnualCrop_741.jpg,6.8,52,19,38,724,21.3,11.69,68.29,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_742.jpg,5.6,60,50,33,1823,32.5,30.02,88.61,Rice
eurosat/2750/AnnualCrop/AnnualCrop_743.jpg,6.4,124,34,23,751,20.3,22.75,88.19,Maize
eurosat/2750/AnnualCrop/AnnualCrop_744.jpg,7.2,134,29,49,852,28.6,26.31,73.07,Maize
eurosat/2750/AnnualCrop/AnnualCrop_745.jpg,6.6,55,18,29,783,19.9,13.9,81.82,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_746.jpg,7.1,92,50,22,626,22.8,24.6,81.8,Maize
eurosat/2750/AnnualCrop/AnnualCrop_747.jpg,5.6,121,27,37,1041,27.8,15.1,82.17,Maize
eurosat/2750/AnnualCrop/AnnualCrop_748.jpg,6.5,87,13,18,445,19.0,24.69,95.52,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_749.jpg,6.9,147,13,19,1115,21.1,26.3,93.74,Maize
eurosat/2750/AnnualCrop/AnnualCrop_75.jpg,7.0,123,27,40,1170,22.1,20.13,96.33,Maize
eurosat/2750/AnnualCrop/AnnualCrop_750.jpg,6.9,45,14,10,2562,30.9,17.5,77.97,Rice
eurosat/2750/AnnualCrop/AnnualCrop_751.jpg,6.4,66,29,23,952,17.8,21.75,86.17,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_752.jpg,6.2,68,11,49,2900,25.2,9.39,77.35,Rice
eurosat/2750/AnnualCrop/AnnualCrop_753.jpg,6.4,126,46,47,940,24.7,10.39,95.36,Maize
eurosat/2750/AnnualCrop/AnnualCrop_754.jpg,6.9,123,16,29,661,29.4,21.77,97.0,Maize
eurosat/2750/AnnualCrop/AnnualCrop_755.jpg,5.8,135,32,21,672,27.7,16.93,90.99,Maize
eurosat/2750/AnnualCrop/AnnualCrop_756.jpg,7.0,58,33,47,2382,33.8,27.55,88.59,Rice
eurosat/2750/AnnualCrop/AnnualCrop_757.jpg,6.0,46,39,18,2737,32.6,29.12,77.02,Rice
eurosat/2750/AnnualCrop/AnnualCrop_758.jpg,6.8,100,46,21,759,22.7,21.18,80.4,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_759.jpg,6.3,91,28,28,808,29.4,23.24,88.88,Maize
eurosat/2750/AnnualCrop/AnnualCrop_76.jpg,6.0,53,13,25,1857,33.0,17.12,71.3,Rice
eurosat/2750/AnnualCrop/AnnualCrop_760.jpg,7.4,87,48,31,897,26.8,30.82,93.69,Maize
eurosat/2750/AnnualCrop/AnnualCrop_761.jpg,7.4,80,34,24,727,25.9,8.57,76.27,Maize
eurosat/2750/AnnualCrop/AnnualCrop_762.jpg,7.3,74,32,38,700,22.4,19.73,78.84,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_763.jpg,6.3,86,47,15,612,25.3,21.17,74.74,Maize
eurosat/2750/AnnualCrop/AnnualCrop_764.jpg,7.0,74,50,11,801,24.2,34.97,82.79,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_765.jpg,6.0,72,11,14,1702,31.3,18.79,72.36,Rice
eurosat/2750/AnnualCrop/AnnualCrop_766.jpg,6.3,104,16,35,868,23.1,20.14,80.6,Maize
eurosat/2750/AnnualCrop/AnnualCrop_767.jpg,6.5,67,50,28,430,22.3,15.66,96.09,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_768.jpg,6.6,99,43,31,702,22.3,12.91,86.19,Maize
eurosat/2750/AnnualCrop/AnnualCrop_769.jpg,6.7,72,40,29,457,24.2,26.51,78.48,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_77.jpg,6.5,50,42,46,2556,34.6,27.03,72.89,Rice
eurosat/2750/AnnualCrop/AnnualCrop_770.jpg,6.9,60,31,16,2305,28.6,21.9,76.45,Rice
eurosat/2750/AnnualCrop/AnnualCrop_771.jpg,6.7,95,44,37,897,15.1,12.12,73.1,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_772.jpg,5.8,72,17,42,2049,28.3,19.1,86.27,Rice
eurosat/2750/AnnualCrop/AnnualCrop_773.jpg,6.4,79,13,11,2459,34.1,14.03,82.78,Rice
eurosat/2750/AnnualCrop/AnnualCrop_774.jpg,7.2,51,35,49,838,25.0,16.51,81.3,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_775.jpg,6.6,91,41,14,518,25.0,20.37,75.74,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_776.jpg,5.7,112,22,31,635,21.9,26.78,70.89,Maize
eurosat/2750/AnnualCrop/AnnualCrop_777.jpg,5.9,93,28,45,672,28.3,31.55,86.96,Maize
eurosat/2750/AnnualCrop/AnnualCrop_778.jpg,6.7,142,29,12,864,26.7,35.51,88.35,Maize
eurosat/2750/AnnualCrop/AnnualCrop_779.jpg,6.0,93,24,19,1086,20.4,18.73,77.64,Maize
eurosat/2750/AnnualCrop/AnnualCrop_78.jpg,6.8,61,16,19,641,21.1,8.81,72.55,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_780.jpg,5.9,94,40,48,763,20.4,25.45,84.27,Maize
eurosat/2750/AnnualCrop/AnnualCrop_781.jpg,6.1,55,22,34,2895,29.0,25.32,79.22,Rice
eurosat/2750/AnnualCrop/AnnualCrop_782.jpg,5.6,74,43,12,1732,34.6,34.69,83.12,Rice
eurosat/2750/AnnualCrop/AnnualCrop_783.jpg,6.9,99,26,42,1068,25.8,33.27,70.21,Maize
eurosat/2750/AnnualCrop/AnnualCrop_784.jpg,6.9,74,17,49,807,19.0,8.73,75.66,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_785.jpg,6.4,43,30,46,1701,29.1,35.99,69.71,Rice
eurosat/2750/AnnualCrop/AnnualCrop_786.jpg,5.7,61,42,11,1755,34.4,25.38,77.32,Rice
eurosat/2750/AnnualCrop/AnnualCrop_787.jpg,6.6,99,43,33,749,27.0,21.87,89.62,Maize
eurosat/2750/AnnualCrop/AnnualCrop_788.jpg,6.5,55,16,38,2690,30.2,28.14,73.31,Rice
eurosat/2750/AnnualCrop/AnnualCrop_789.jpg,7.4,50,14,10,880,16.7,16.38,72.18,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_79.jpg,7.4,89,22,41,645,23.9,17.65,72.62,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_790.jpg,6.0,44,34,45,1601,29.6,30.8,71.68,Rice
eurosat/2750/AnnualCrop/AnnualCrop_791.jpg,6.4,48,23,31,2978,31.8,22.93,87.09,Rice
eurosat/2750/AnnualCrop/AnnualCrop_792.jpg,6.1,49,27,26,2750,33.6,13.09,92.42,Rice
eurosat/2750/AnnualCrop/AnnualCrop_793.jpg,6.4,65,31,49,2798,35.0,11.1,84.28,Rice
eurosat/2750/AnnualCrop/AnnualCrop_794.jpg,6.7,70,10,18,2635,33.2,13.5,68.18,Rice
eurosat/2750/AnnualCrop/AnnualCrop_795.jpg,5.5,68,39,41,2366,33.6,30.49,84.62,Rice
eurosat/2750/AnnualCrop/AnnualCrop_796.jpg,5.6,42,34,41,2109,31.6,16.14,92.61,Rice
eurosat/2750/AnnualCrop/AnnualCrop_797.jpg,7.1,69,46,43,666,24.1,30.37,81.65,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_798.jpg,5.7,41,12,12,1577,31.8,8.55,92.22,Rice
eurosat/2750/AnnualCrop/AnnualCrop_799.jpg,7.0,54,39,40,2940,29.8,14.77,72.75,Rice
eurosat/2750/AnnualCrop/AnnualCrop_8.jpg,5.6,51,11,32,2553,32.5,21.53,73.66,Rice
eurosat/2750/AnnualCrop/AnnualCrop_80.jpg,7.3,83,19,48,527,20.1,23.27,79.26,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_800.jpg,6.9,129,29,43,1130,25.9,10.62,96.99,Maize
eurosat/2750/AnnualCrop/AnnualCrop_801.jpg,6.3,49,41,44,2618,26.7,10.06,68.5,Rice
eurosat/2750/AnnualCrop/AnnualCrop_802.jpg,5.7,71,43,47,1939,34.4,21.37,93.04,Rice
eurosat/2750/AnnualCrop/AnnualCrop_803.jpg,6.4,122,39,13,1178,21.0,34.3,95.89,Maize
eurosat/2750/AnnualCrop/AnnualCrop_804.jpg,6.7,115,29,28,602,20.6,36.43,94.36,Maize
eurosat/2750/AnnualCrop/AnnualCrop_805.jpg,6.4,65,24,30,2821,34.5,25.31,90.85,Rice
eurosat/2750/AnnualCrop/AnnualCrop_806.jpg,6.2,77,47,15,1570,28.3,22.04,86.07,Rice
eurosat/2750/AnnualCrop/AnnualCrop_807.jpg,7.0,53,39,22,580,23.5,10.61,80.89,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_808.jpg,7.1,84,39,11,804,24.1,13.38,68.08,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_809.jpg,6.8,64,40,27,649,16.3,29.68,87.07,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_81.jpg,6.6,74,35,31,2953,33.3,19.21,86.71,Rice
eurosat/2750/AnnualCrop/AnnualCrop_810.jpg,7.3,147,11,26,951,23.4,23.84,85.36,Maize
eurosat/2750/AnnualCrop/AnnualCrop_811.jpg,6.2,136,30,36,742,22.1,29.14,77.35,Maize
eurosat/2750/AnnualCrop/AnnualCrop_812.jpg,6.4,94,42,31,1125,24.8,25.16,75.92,Maize
eurosat/2750/AnnualCrop/AnnualCrop_813.jpg,6.6,55,11,42,928,24.8,28.86,87.95,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_814.jpg,6.6,56,14,44,2609,34.8,23.25,79.56,Rice
eurosat/2750/AnnualCrop/AnnualCrop_815.jpg,7.3,60,14,20,721,23.1,15.42,68.9,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_816.jpg,7.3,148,28,46,946,26.3,8.85,92.04,Maize
eurosat/2750/AnnualCrop/AnnualCrop_817.jpg,6.6,68,19,41,2200,32.4,33.47,85.74,Rice
eurosat/2750/AnnualCrop/AnnualCrop_818.jpg,6.8,49,31,37,1969,31.3,17.82,86.91,Rice
eurosat/2750/AnnualCrop/AnnualCrop_819.jpg,7.4,88,46,32,457,15.3,30.31,91.57,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_82.jpg,6.1,145,36,11,794,24.6,10.66,72.43,Maize
eurosat/2750/AnnualCrop/AnnualCrop_820.jpg,6.8,131,33,33,815,27.1,36.31,90.8,Maize
eurosat/2750/AnnualCrop/AnnualCrop_821.jpg,7.0,62,13,13,875,22.9,30.52,82.56,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_822.jpg,6.3,50,36,16,1658,31.0,29.67,95.39,Rice
eurosat/2750/AnnualCrop/AnnualCrop_823.jpg,7.4,70,41,31,817,19.3,23.71,91.32,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_824.jpg,7.4,96,10,27,608,20.1,27.45,83.49,Maize
eurosat/2750/AnnualCrop/AnnualCrop_825.jpg,6.3,74,13,44,992,18.5,22.83,81.05,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_826.jpg,6.9,141,14,39,720,27.5,8.24,96.29,Maize
eurosat/2750/AnnualCrop/AnnualCrop_827.jpg,5.6,121,41,28,1188,21.0,10.77,69.05,Maize
eurosat/2750/AnnualCrop/AnnualCrop_828.jpg,6.9,45,12,20,2632,31.9,23.32,69.17,Rice
eurosat/2750/AnnualCrop/AnnualCrop_829.jpg,7.1,56,12,47,582,23.6,36.95,73.77,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_83.jpg,5.6,101,45,13,771,26.9,21.43,93.24,Maize
eurosat/2750/AnnualCrop/AnnualCrop_830.jpg,6.3,114,28,32,805,23.6,16.24,84.79,Maize
eurosat/2750/AnnualCrop/AnnualCrop_831.jpg,6.6,60,36,25,2039,33.4,16.42,93.97,Rice
eurosat/2750/AnnualCrop/AnnualCrop_832.jpg,7.1,62,12,23,475,20.3,32.06,69.08,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_833.jpg,5.9,136,14,28,1070,26.8,28.83,95.69,Maize
eurosat/2750/AnnualCrop/AnnualCrop_834.jpg,7.3,73,11,24,988,23.0,22.56,74.1,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_835.jpg,7.4,54,17,24,704,22.9,29.35,86.56,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_836.jpg,6.7,66,37,15,1740,33.4,20.67,94.86,Rice
eurosat/2750/AnnualCrop/AnnualCrop_837.jpg,6.9,93,26,48,787,23.6,22.67,96.03,Maize
eurosat/2750/AnnualCrop/AnnualCrop_838.jpg,6.0,79,14,26,1906,29.5,15.11,88.3,Rice
eurosat/2750/AnnualCrop/AnnualCrop_839.jpg,6.8,68,49,30,1860,34.1,34.06,78.62,Rice
eurosat/2750/AnnualCrop/AnnualCrop_84.jpg,6.2,66,26,15,1839,34.4,20.3,70.71,Rice
eurosat/2750/AnnualCrop/AnnualCrop_840.jpg,6.3,96,47,41,1072,25.5,36.23,78.56,Maize
eurosat/2750/AnnualCrop/AnnualCrop_841.jpg,5.9,65,43,45,2455,33.7,9.51,85.28,Rice
eurosat/2750/AnnualCrop/AnnualCrop_842.jpg,6.8,61,16,25,886,19.9,24.06,84.48,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_843.jpg,5.8,127,18,37,1074,29.0,27.57,89.93,Maize
eurosat/2750/AnnualCrop/AnnualCrop_844.jpg,5.8,86,14,25,616,26.6,28.68,77.93,Maize
eurosat/2750/AnnualCrop/AnnualCrop_845.jpg,6.4,95,24,14,693,24.3,36.41,95.22,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_846.jpg,6.9,143,24,25,1112,25.8,12.47,70.49,Maize
eurosat/2750/AnnualCrop/AnnualCrop_847.jpg,7.1,55,33,23,552,20.5,22.82,83.54,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_848.jpg,6.7,94,36,17,785,17.7,28.4,92.3,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_849.jpg,7.4,53,16,22,447,15.8,16.75,96.94,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_85.jpg,6.7,52,14,23,596,20.5,26.09,91.53,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_850.jpg,6.7,124,28,30,866,24.6,25.96,82.03,Maize
eurosat/2750/AnnualCrop/AnnualCrop_851.jpg,6.1,72,23,34,950,21.7,24.46,80.73,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_852.jpg,7.2,86,42,41,791,23.4,10.03,82.7,Maize
eurosat/2750/AnnualCrop/AnnualCrop_853.jpg,6.2,105,41,38,890,20.5,11.44,71.7,Maize
eurosat/2750/AnnualCrop/AnnualCrop_854.jpg,6.8,61,15,49,2510,26.1,23.9,69.5,Rice
eurosat/2750/AnnualCrop/AnnualCrop_855.jpg,7.2,99,31,28,955,23.7,10.46,85.6,Maize
eurosat/2750/AnnualCrop/AnnualCrop_856.jpg,7.0,76,14,20,1640,30.4,13.64,94.76,Rice
eurosat/2750/AnnualCrop/AnnualCrop_857.jpg,5.8,42,39,45,2278,29.8,34.91,94.96,Rice
eurosat/2750/AnnualCrop/AnnualCrop_858.jpg,6.8,41,39,24,1813,34.8,26.16,86.75,Rice
eurosat/2750/AnnualCrop/AnnualCrop_859.jpg,6.4,61,34,46,625,24.9,23.64,82.74,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_86.jpg,7.3,74,20,19,843,24.9,28.45,81.6,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_860.jpg,6.7,86,40,46,686,28.9,32.04,94.55,Maize
eurosat/2750/AnnualCrop/AnnualCrop_861.jpg,6.6,91,15,29,785,27.8,27.05,87.25,Maize
eurosat/2750/AnnualCrop/AnnualCrop_862.jpg,6.5,54,27,15,919,15.7,35.65,74.98,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_863.jpg,6.8,58,17,46,2196,32.2,21.45,86.1,Rice
eurosat/2750/AnnualCrop/AnnualCrop_864.jpg,7.2,107,25,43,1114,27.3,12.76,73.77,Maize
eurosat/2750/AnnualCrop/AnnualCrop_865.jpg,6.7,74,28,46,946,15.8,22.75,96.79,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_866.jpg,7.2,81,20,50,413,15.8,14.63,80.59,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_867.jpg,6.9,113,50,43,833,24.7,28.53,74.25,Maize
eurosat/2750/AnnualCrop/AnnualCrop_868.jpg,7.1,141,18,17,633,20.7,23.74,79.33,Maize
eurosat/2750/AnnualCrop/AnnualCrop_869.jpg,6.6,91,30,11,767,17.2,35.48,87.17,Wheat
eurosat/2750/AnnualCrop/AnnualCrop_87.jpg,6.3,150,40,35,981,22.5,36.76,75.74,Maize
